profile_url,first_name,last_name,lineage_json,photo_url
https://www.bjjheroes.com/?p=8141,Aarae,Alexander,"[{""name"": ""M. Maeda"", ""url"": """"}, {""name"": ""C. Gracie"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/carlos-gracie-sr-profile""}, {""name"": ""H. Gracie"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/helio-gracie""}, {""name"": ""R. Gracie"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/rickson-gracie-facts-and-bio""}, {""name"": ""J. Pereira"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/jorge-pereira""}, {""name"": ""Leo Dalla"", ""url"": ""https://www.bjjheroes.com/?p=6403""}, {""name"": ""Lloyd Irvin"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/lloyd-irvin""}, {""name"": ""Aarae Alexander"", ""url"": """"}]",https://www.bjjheroes.com/wp-content/uploads/2017/07/AaraeAlexander.jpg
https://www.bjjheroes.com/?p=9246,Aaron,Johnson,"[{""name"": ""Carlos Gracie"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/carlos-gracie-sr-profile""}, {""name"": ""Helio Gracie"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/helio-gracie""}, {""name"": ""Rolls Gracie"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/rolls-gracie-profile""}, {""name"": ""Romero Cavalcanti (Jacaré)"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/romero-jacare-cavalcanti-wiki""}, {""name"": ""Roberto Traven"", ""url"": ""https://www.bjjheroes.com/?p=1204""}, {""name"": ""Philip Smith"", ""url"": """"}, {""name"": ""Aaron Johnson"", ""url"": """"}]",https://www.bjjheroes.com/wp-content/uploads/2018/10/TexJohnson.jpg
https://www.bjjheroes.com/?p=8494,Abdurakhman,Bilarov,"[{""name"": ""M. Maeda"", ""url"": """"}, {""name"": ""Carlos Gracie"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/carlos-gracie-sr-profile""}, {""name"": ""Carlson Gracie"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/carlson-gracie-profile""}, {""name"": ""Zé Mario Sperry"", ""url"": ""https://www.bjjheroes.com/?p=232""}, {""name"": ""Rafael Haubert"", ""url"": """"}, {""name"": ""Abdurakhman Bilarov"", ""url"": """"}]",https://www.bjjheroes.com/wp-content/uploads/2017/12/Bilarov.jpg
https://www.bjjheroes.com/?p=390,Abmar,Barbosa,"[{""name"": ""Mitsuyo Maeda"", ""url"": """"}, {""name"": ""Carlos Gracie"", ""url"": ""/?p=36""}, {""name"": ""Helio Gracie"", ""url"": ""/?p=44""}, {""name"": ""Rolls Gracie"", ""url"": ""/?p=27""}, {""name"": ""Romero Cavalcanti"", ""url"": ""/?p=355""}, {""name"": ""Leonardo Vieira"", ""url"": ""/?p=419""}, {""name"": ""Robert Drysdale"", ""url"": ""/?p=378""}, {""name"": ""Abmar Barbosa"", ""url"": """"}]",https://www.bjjheroes.com/wp-content/uploads/2010/04/Abmar-Barbosa.jpg
https://www.bjjheroes.com/?p=3083,Abraham,Marte Messina,"[{""name"": ""Mitsuyo Maeda"", ""url"": """"}, {""name"": ""Carlos Gracie"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/carlos-gracie-sr-profile""}, {""name"": ""Helio Gracie"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/helio-gracie""}, {""name"": ""Rickson Gracie"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/rickson-gracie-facts-and-bio""}, {""name"": ""Marcelo Behring"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/marcelo-behring""}, {""name"": ""Fernando Yamasaki"", ""url"": ""https://www.bjjheroes.com/?p=7856""}, {""name"": ""Abraham Tabar"", ""url"": """"}, {""name"": ""Abraham Marte Messina"", ""url"": """"}]",https://www.bjjheroes.com/wp-content/uploads/2014/07/abraham-marte.jpg
https://www.bjjheroes.com/?p=14157,Achilles,Rocha,"[{""name"": ""Carlos Gracie"", ""url"": ""https://www.bjjheroes.com/?p=2160""}, {""name"": ""Crolin Gracie"", ""url"": ""https://www.bjjheroes.com/?p=3384""}, {""name"": ""Jorge Popovitch"", ""url"": """"}, {""name"": ""Pablo Popovitch"", ""url"": ""https://www.bjjheroes.com/?p=919""}, {""name"": ""Vagner Rocha"", ""url"": ""https://www.bjjheroes.com/?p=8394""}, {""name"": ""Achilles Rocha"", ""url"": """"}]",https://www.bjjheroes.com/wp-content/uploads/2025/01/AchillesRocha.jpg
https://www.bjjheroes.com/?p=8814,Adam,Benayoun,"[{""name"": ""Carlos Gracie"", ""url"": ""https://www.bjjheroes.com/?p=36""}, {""name"": ""Helio Gracie"", ""url"": ""https://www.bjjheroes.com/?p=44""}, {""name"": ""Rolls Gracie"", ""url"": ""https://www.bjjheroes.com/?p=27""}, {""name"": ""Romero Cavalcanti"", ""url"": ""https://www.bjjheroes.com/?p=355""}, {""name"": ""Rodrigo “Comprido” Medeiros"", ""url"": ""https://www.bjjheroes.com/?p=559""}, {""name"": ""Felipe Costa"", ""url"": ""https://www.bjjheroes.com/?p=465""}, {""name"": ""Ryan Hall"", ""url"": ""https://www.bjjheroes.com/?p=725""}, {""name"": ""Adam Benayoun"", ""url"": """"}]",https://www.bjjheroes.com/wp-content/uploads/2018/05/AdaBenayoun.jpg
https://www.bjjheroes.com/?p=8131,Adam,Ferrara,"[{""name"": ""M. Maeda"", ""url"": """"}, {""name"": ""C. Gracie"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/carlos-gracie-sr-profile""}, {""name"": ""Crolin Gracie"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/crolin-gracie""}, {""name"": ""Jorge Popovitch"", ""url"": """"}, {""name"": ""Pablo Popovitch"", ""url"": ""https://www.bjjheroes.com/?p=919""}, {""name"": ""AJ Sousa"", ""url"": ""https://www.bjjheroes.com/?p=5747""}, {""name"": ""Adam Ferrara"", ""url"": """"}]",https://www.bjjheroes.com/wp-content/uploads/2017/07/AdamFerrara.jpg
https://www.bjjheroes.com/?p=1133,Adam,Kayoom,"[{""name"": ""Mitsuyo Maeda"", ""url"": """"}, {""name"": ""Carlos Gracie"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/carlos-gracie-sr-profile""}, {""name"": ""Carlson Gracie"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/carlson-gracie-profile""}, {""name"": ""Ricardo Libório"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/ricardo-liborio""}, {""name"": ""Adam Kayoom"", ""url"": """"}]",https://www.bjjheroes.com/wp-content/uploads/2011/04/Adam-Kayoom.jpg
https://www.bjjheroes.com/?p=7478,Adam,Wardzinski,"[{""name"": ""Carlos Gracie"", ""url"": ""https://www.bjjheroes.com/?p=36""}, {""name"": ""Helio Gracie"", ""url"": ""https://www.bjjheroes.com/?p=44""}, {""name"": ""Rolls Gracie"", ""url"": ""https://www.bjjheroes.com/?p=27""}, {""name"": ""Romero Cavalcanti"", ""url"": ""https://www.bjjheroes.com/?p=355""}, {""name"": ""Ricardo Vieira"", ""url"": ""https://www.bjjheroes.com/?p=338""}, {""name"": ""Alan Finfou"", ""url"": ""https://www.bjjheroes.com/?p=289""}, {""name"": ""Adam Wardziński"", ""url"": """"}]",https://www.bjjheroes.com/wp-content/uploads/2016/12/AdamWardzinski.jpg
https://www.bjjheroes.com/?p=13245,Ademir,Barreto,"[{""name"": ""Luis França"", ""url"": ""https://www.bjjheroes.com/?p=2443""}, {""name"": ""Oswaldo Fadda"", ""url"": ""https://www.bjjheroes.com/?p=527""}, {""name"": ""Monir Salomão"", ""url"": ""https://www.bjjheroes.com/?p=3416""}, {""name"": ""Júlio César"", ""url"": ""https://www.bjjheroes.com/?p=3416""}, {""name"": ""Orlando Júnior"", ""url"": """"}, {""name"": ""Ademir Barreto"", ""url"": """"}]",https://www.bjjheroes.com/wp-content/uploads/2023/02/AdemirBarretoAraujo.jpg
https://www.bjjheroes.com/?p=6339,Admilson,Brites,"[{""name"": ""Mitsuyo Maeda"", ""url"": """"}, {""name"": ""Carlos Gracie"", ""url"": ""https://www.bjjheroes.com/?p=36""}, {""name"": ""Helio Gracie"", ""url"": ""https://www.bjjheroes.com/?p=44""}, {""name"": ""Royler Gracie"", ""url"": ""https://www.bjjheroes.com/?p=515""}, {""name"": ""Admilson Brites"", ""url"": """"}]",https://www.bjjheroes.com/wp-content/uploads/2016/02/Juquinha.jpg
https://www.bjjheroes.com/?p=8968,Admilson,Gobi Junior,"[{""name"": ""Yoshyo Kamada"", ""url"": """"}, {""name"": ""Hilton Leão"", ""url"": """"}, {""name"": ""João Eugênio"", ""url"": """"}, {""name"": ""Ronaldo Lorentz"", ""url"": """"}, {""name"": ""Admilson Gobi"", ""url"": """"}]",https://www.bjjheroes.com/wp-content/uploads/2018/06/AdmilsonGobi.jpg
https://www.bjjheroes.com/?p=9541,Aniel,Bonifacio,"[{""name"": ""Mitsuyo Maeda"", ""url"": """"}, {""name"": ""Carlos Gracie"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/carlos-gracie-sr-profile""}, {""name"": ""Helio Gracie"", ""url"": ""https://www.bjjheroes.com/?p=44""}, {""name"": ""Carlson Gracie"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/carlson-gracie-profile""}, {""name"": ""Fernando “Pinduka"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/fernando-pinduka""}, {""name"": ""Leonardo Castello Branco"", ""url"": ""https://www.bjjheroes.com/bjj-fighters/leonardo-castello-branco""}, {""name"": ""Paulo Rezende"", ""url"": ""https://www.bjjheroes.com/?p=6006""}, {""name"": ""Rodrigo Carvalho"", ""url"": """"}, {""name"": ""Aniel Bonifacio"", ""url"": """"}]",https://www.bjjheroes.com/wp-content/uploads/2019/01/AnielCandido.jpg
